"PassengerId1","PassengerId2","Number_Of_Flights_Together"
"2244","2278","6"
"92","9069","6"
"733","739","6"
"2573","3104","6"
"8596","8679","6"
"5769","5771","6"
"930","1482","6"
"10016","10023","6"
"9009","9019","6"
"3513","8529","6"
"10767","11593","6"
"1966","10716","6"
"4395","5490","6"
"684","3123","6"
"5330","7560","6"
"9659","10016","6"
"5720","5761","6"
"7662","7866","6"
"7605","7662","6"
"5766","5787","6"
"915","2941","6"
"4042","4316","6"
"930","2939","6"
"3446","3447","6"
"368","1001","6"
"299","3123","6"
"659","677","6"
"191","4820","6"
"979","1351","6"
"6447","10576","6"
"7816","7892","6"
"4309","4399","6"
"10244","13163","6"
"4316","5500","6"
"11101","11198","6"
"9069","9098","6"
"5440","5494","6"
"6001","6016","6"
"772","1095","6"
"3503","4249","6"
"739","752","6"
"4200","7859","6"
"1678","2097","6"
"2068","3802","6"
"3920","3937","6"
"187","2272","6"
"5966","6827","6"
"6408","6469","6"
"2922","2927","6"
"2294","4674","6"
"4044","4080","6"
"3503","7662","6"
"6927","6956","6"
"3589","9258","6"
"378","758","6"
"772","1023","6"
"3078","9271","6"
"3021","8584","6"
"4309","4353","6"
"5116","7191","6"
"4364","6053","6"
"8007","8093","6"
"5411","7872","6"
"716","761","6"
"1860","4827","6"
"739","751","6"
"2790","5711","6"
"3093","8353","6"
"5432","5499","6"
"4200","10243","6"
"2959","4395","6"
"2504","5560","6"
"10439","10454","6"
"6084","8024","6"
"5540","5548","6"
"1337","1464","6"
"7643","8590","6"
"286","292","6"
"2024","9645","6"
"915","2717","6"
"4451","10785","6"
"42","13249","6"
"1068","1075","6"
"928","4025","6"
"10203","10234","6"
"5592","6752","6"
"5411","7866","6"
"8073","8089","6"
"1046","1651","6"
"5706","5761","6"
"7099","7114","6"
"622","1089","6"
"350","8988","6"
"1033","10767","6"
"760","772","6"
"8446","13564","6"
"3670","5467","6"
"904","5693","5"
"368","9091","5"
"2106","2178","5"
"382","10714","5"
"290","2106","5"
"2510","2522","5"
"6548","6987","5"
"477","6017","5"
"3735","7039","5"
"10702","11276","5"
"613","692","5"
"582","1225","5"
"782","783","5"
"2345","2945","5"
"5412","5426","5"
"3589","7162","5"
"11676","11716","5"
"4080","4364","5"
"5435","8013","5"
"2960","3590","5"
"10576","10833","5"
"4009","5414","5"
"5652","9619","5"
"2789","5495","5"
"5910","5989","5"
"7590","9296","5"
"712","758","5"
"1322","1370","5"
"4066","5432","5"
"3329","3367","5"
"4726","4765","5"
"5912","5946","5"
"2857","6813","5"
"743","773","5"
"4373","5481","5"
"9721","13203","5"
"3977","5046","5"
"324","6408","5"
"1053","4983","5"
"4523","4914","5"
"7433","8964","5"
"917","937","5"
"759","768","5"
"5421","5438","5"
"5212","13221","5"
"2464","2478","5"
"288","6777","5"
"6084","10449","5"
"5795","5949","5"
"9077","11571","5"
"5544","6805","5"
"2776","4468","5"
"4917","10328","5"
"2612","8803","5"
"8158","10325","5"
"774","1976","5"
"7131","9618","5"
"374","1023","5"
"8936","8983","5"
"1767","8558","5"
"9779","12088","5"
"1075","1570","5"
"8127","8142","5"
"5409","5459","5"
"950","5769","5"
"4213","7172","5"
"4044","4053","5"
"92","1917","5"
"1041","3432","5"
"6069","6075","5"
"255","275","5"
"740","760","5"
"407","4042","5"
"975","2511","5"
"381","1073","5"
"1715","3187","5"
"10605","13564","5"
"901","7866","5"
"871","5497","5"
"391","1299","5"
"392","9066","5"
"1007","1072","5"
"7668","8642","5"
"3286","3741","5"
"2769","4071","5"
"10497","10819","5"
"4209","4441","5"
"1678","9752","5"
"10938","11572","5"
"3278","7039","5"
"407","4353","5"
"7716","7756","5"
"9599","10004","5"
"205","299","5"
"10015","10095","5"
"12144","12173","5"
"1173","3106","5"
"2488","8979","5"
"10585","12841","5"
"2107","2111","5"
"3275","3432","5"
"3420","4397","5"
"935","1250","5"
"6836","6884","5"
"3418","8411","5"
"3920","4656","5"
"975","2867","5"
"2570","2573","5"
"648","662","5"
"5596","5787","5"
"1322","1337","5"
"1917","1938","5"
"9386","10899","5"
"3677","5459","5"
"10535","10661","5"
"2685","11593","5"
"10605","13221","5"
"3322","8353","5"
"7114","11572","5"
"4814","4876","5"
"5661","5922","5"
"3716","3779","5"
"1208","1646","5"
"772","792","5"
"6039","6064","5"
"2427","2458","5"
"855","10541","5"
"2708","4097","5"
"11514","11537","5"
"730","752","5"
"6809","6874","5"
"2239","7167","5"
"385","721","5"
"5668","6805","5"
"8093","8402","5"
"4012","4052","5"
"4013","4016","5"
"6507","9050","5"
"1482","1818","5"
"10016","10243","5"
"148","8729","5"
"7153","10862","5"
"2926","5482","5"
"1337","8197","5"
"6830","6833","5"
"6","72","5"
"905","2992","5"
"7505","7810","5"
"9512","9524","5"
"10322","10389","5"
"484","5330","5"
"1337","1391","5"
"2292","10067","5"
"3090","8584","5"
"1818","1849","5"
"9757","9758","5"
"6016","6049","5"
"2457","2495","5"
"4353","4388","5"
"8299","10497","5"
"3187","4774","5"
"407","4025","5"
"3243","10535","5"
"148","2090","5"
"2911","4071","5"
"362","1056","5"
"439","8202","5"
"4827","10024","5"
"10726","10744","5"
"4453","5957","5"
"3286","3343","5"
"6832","6885","5"
"1872","3396","5"
"1526","4496","5"
"4793","12380","5"
"6084","10862","5"
"1616","2760","5"
"1733","6338","5"
"2719","3820","5"
"7327","10954","5"
"11137","11472","5"
"392","5522","5"
"2111","2134","5"
"5544","5546","5"
"5855","8003","5"
"752","2700","5"
"6927","6930","5"
"917","12497","5"
"4412","4969","5"
"9624","9642","5"
"7318","7832","5"
"6773","8485","5"
"1531","3147","5"
"1033","2685","5"
"1673","1860","5"
"9620","9634","5"
"4336","4364","5"
"4316","6064","5"
"5073","6983","5"
"1598","4593","5"
"8268","10798","5"
"1029","3307","5"
"10954","12340","5"
"625","1646","5"
"6447","10899","5"
"1639","2457","5"
"8301","8400","5"
"3330","5411","5"
"9522","10616","5"
"10703","10727","5"
"857","885","5"
"4544","4548","5"
"1208","5411","5"
"6024","7809","5"
"364","1056","5"
"859","894","5"
"4208","4223","5"
"7327","7590","5"
"7162","10128","5"
"4009","4080","5"
"1598","1643","5"
"1752","1796","5"
"2906","7820","5"
"6016","6064","5"
"759","771","5"
"5411","6750","5"
"1074","8539","5"
"5311","5312","5"
"1715","2945","5"
"915","4044","5"
"805","899","5"
"5412","5466","5"
"1562","5850","5"
"8128","11225","5"
"6707","8158","5"
"749","781","5"
"2479","10023","5"
"2234","9223","5"
"355","1013","5"
"3414","3444","5"
"2539","2576","5"
"1538","1598","5"
"3420","9661","5"
"5426","5432","5"
"1884","4607","5"
"508","578","5"
"5918","5978","5"
"72","3629","5"
"1681","10227","5"
"1323","2941","5"
"3963","5084","5"
"7653","12073","5"
"1528","5162","5"
"6689","7418","5"
"4335","7727","5"
"1327","1363","5"
"391","6836","5"
"724","771","5"
"1343","5027","5"
"1828","1853","5"
"727","752","5"
"10576","10899","5"
"2926","7820","5"
"4769","5812","5"
"2826","3235","5"
"8851","10719","5"
"3741","4441","5"
"3102","6951","5"
"288","8165","5"
"6063","6077","5"
"4010","6987","5"
"1818","2789","5"
"484","497","5"
"5122","5156","5"
"2231","9645","5"
"2437","3635","5"
"3122","3413","5"
"1106","3106","5"
"5359","9665","5"
"9282","10899","5"
"12535","12563","5"
"704","766","5"
"11101","11137","5"
"355","768","5"
"4316","4674","5"
"10612","10613","5"
"9656","9659","5"
"1007","1044","5"
"7677","7679","5"
"8936","8995","5"
"5093","8353","5"
"3920","4178","5"
"763","785","5"
"4484","7641","5"
"5072","5963","5"
"5015","5073","5"
"3624","3681","5"
"6220","11553","5"
"1860","10015","5"
"1033","11871","5"
"4170","7373","5"
"2457","2465","5"
"5741","5760","5"
"3609","3615","5"
"258","8299","5"
"1762","7809","5"
"9505","9581","5"
"592","594","5"
"7859","10243","5"
"7026","10937","5"
"731","750","5"
"1164","5459","5"
"13663","13694","5"
"2567","3913","5"
"1089","6154","5"
"167","8225","5"
"6073","6079","5"
"13839","13861","5"
"1548","4646","5"
"2203","3549","5"
"2231","2492","5"
"5201","8556","5"
"5332","10858","5"
"4353","4395","5"
"5443","6047","5"
"205","3104","5"
"4814","4850","5"
"4503","8326","5"
"3913","3924","5"
"2528","2595","5"
"13221","13284","5"
"1960","2747","5"
"2759","4025","5"
"724","751","5"
"10536","10661","5"
"382","10764","5"
"398","2960","5"
"4399","5484","5"
"2150","7640","5"
"729","737","5"
"5787","5911","5"
"9063","9441","5"
"2090","4774","5"
"9495","11221","5"
"2544","4346","5"
"8025","12841","5"
"11571","11676","5"
"4820","7560","5"
"9758","10536","5"
"11057","11084","5"
"9969","9987","5"
"11450","13781","5"
"371","4689","5"
"1986","1992","5"
"1715","5503","5"
"2460","2478","5"
"1853","5426","5"
"975","2969","5"
"4009","4025","5"
"942","1218","5"
"5727","5797","5"
"2522","2563","5"
"7039","7866","5"
"1293","1298","5"
"7862","10261","5"
"6832","6870","5"
"2548","8057","5"
"855","10267","5"
"2969","5120","5"
"4066","4353","5"
"232","659","5"
"8945","8960","5"
"5546","9098","5"
"5464","5478","5"
"905","2802","5"
"4060","4069","5"
"4315","11225","5"
"2939","5482","5"
"1849","9699","5"
"5977","6408","5"
"3411","3451","5"
"9956","13657","5"
"4331","4398","5"
"1337","2717","5"
"2155","4556","5"
"2405","2441","5"
"1296","4584","5"
"2240","2243","5"
"5411","8158","5"
"2123","6584","5"
"1208","5789","5"
"3837","7373","5"
"5081","8584","5"
"2231","8260","5"
"4066","5448","5"
"3544","6864","5"
"2773","5494","5"
"4080","5495","5"
"1646","1677","5"
"5869","6507","5"
"2243","2245","5"
"3418","8190","5"
"5706","5788","5"
"211","2554","5"
"771","1056","5"
"10719","10776","5"
"4016","4080","5"
"703","799","5"
"1337","9324","5"
"6729","9645","5"
"905","5544","5"
"8851","11898","5"
"704","706","5"
"3702","5161","5"
"764","799","5"
"9441","11957","5"
"5443","6017","5"
"2182","3226","5"
"1696","2717","5"
"4972","11593","5"
"2723","4142","5"
"4827","6208","5"
"1343","4398","5"
"6817","6897","5"
"3177","8402","5"
"759","1095","5"
"10322","10394","5"
"3292","4550","5"
"8010","8149","5"
"2152","2153","5"
"11376","12088","5"
"1288","3046","5"
"4607","6077","5"
"3965","12299","5"
"2325","2334","5"
"1160","1531","5"
"17","2910","5"
"148","3187","5"
"1568","4673","5"
"3153","6067","5"
"3937","3998","5"
"5668","6294","5"
"1365","1608","5"
"1828","2792","5"
"355","362","5"
"5383","9602","5"
"2945","9645","5"
"3741","8048","5"
"2408","4450","5"
"1078","4431","5"
"1534","11853","5"
"752","2105","5"
"2588","9994","5"
"2294","6064","5"
"2969","4388","5"
"328","1031","5"
"6616","6882","5"
"3576","6077","5"
"1482","2867","5"
"6824","6827","5"
"6317","11280","5"
"2759","5423","5"
"9601","9686","5"
"2231","4820","5"
"3405","3414","5"
"1272","5978","5"
"3249","5058","5"
"1097","6447","5"
"407","1484","5"
"701","3483","5"
"2294","6039","5"
"47","9725","5"
"10409","10449","5"
"1678","2068","5"
"3962","8243","5"
"6061","6084","5"
"8030","10778","5"
"795","11014","5"
"1666","4080","5"
"1677","5411","5"
"5355","8562","5"
"11842","11868","5"
"847","876","5"
"4389","8019","5"
"10449","10465","5"
"6529","10576","5"
"1337","2759","5"
"10704","10756","5"
"2026","2798","5"
"1453","3173","5"
"2285","3565","5"
"2458","5116","5"
"2511","2867","5"
"4009","5479","5"
"10434","10486","5"
"915","4052","5"
"4990","5500","5"
"752","3947","5"
"5375","8845","5"
"10819","10900","5"
"3451","11126","5"
"627","1617","5"
"8983","8995","5"
"928","4044","5"
"4011","4373","5"
"1034","2760","5"
"1833","4786","5"
"2489","4408","5"
"3801","5331","5"
"3093","5423","5"
"1475","10644","5"
"3590","8158","5"
"10016","10017","5"
"355","364","5"
"2717","4316","5"
"2723","5942","5"
"5212","13249","5"
"1498","4665","5"
"11328","11357","5"
"701","1023","5"
"5076","5092","5"
"10704","10727","5"
"7896","9466","5"
"2588","9540","5"
"4494","11919","5"
"4012","4017","5"
"10248","13564","5"
"366","1053","5"
"362","1013","5"
"1548","5422","5"
"1032","1966","5"
"5096","10767","5"
"2867","2939","5"
"2941","4011","5"
"5910","6882","5"
"477","4969","5"
"388","3844","5"
"2437","5096","5"
"4336","7809","5"
"331","2600","5"
"716","768","5"
"3330","5482","5"
"511","551","5"
"1033","1064","5"
"2544","4641","5"
"1677","3735","5"
"2867","4025","5"
"8402","8485","5"
"1208","7866","5"
"9784","9793","5"
"9258","9282","5"
"4432","7244","5"
"3970","8427","5"
"6011","6036","5"
"2269","2488","5"
"8572","8587","5"
"7820","7868","5"
"4203","4287","5"
"484","6560","5"
"1482","1651","5"
"7744","12841","5"
"5796","8961","5"
"477","4674","5"
"9062","10227","5"
"3735","7605","5"
"4969","6897","5"
"5456","5484","5"
"1865","4607","5"
"6","3629","5"
"1025","1035","5"
"2906","3330","5"
"1464","8004","5"
"8963","8979","5"
"709","762","5"
"374","739","5"
"4468","5411","5"
"4346","4387","5"
"266","274","5"
"2939","4399","5"
"7318","8216","5"
"629","3115","5"
"3112","4092","5"
"5754","13218","5"
"4034","6857","5"
"6825","6889","5"
"10731","11853","5"
"5219","5253","5"
"4209","5959","5"
"1779","13620","5"
"3875","9653","5"
"1422","1439","5"
"1482","4399","5"
"1244","6447","5"
"866","4092","5"
"3403","3632","5"
"662","920","5"
"2588","13249","5"
"3537","3589","5"
"10722","11422","5"
"751","752","5"
"5435","5458","5"
"4534","5331","5"
"1342","3112","5"
"4412","4607","5"
"7082","8209","5"
"839","12532","5"
"4552","9466","5"
"3615","3637","5"
"876","1554","5"
"5132","10083","5"
"5423","6813","5"
"1246","5459","5"
"2062","10460","5"
"7710","8664","5"
"9540","10067","5"
"5769","5798","5"
"5761","5788","5"
"4597","9820","5"
"5789","6813","5"
"1662","1692","5"
"7902","7950","5"
"2886","4395","5"
"7718","7789","5"
"3544","6017","5"
"2185","10975","5"
"8353","10719","5"
"5564","6486","5"
"9522","10283","5"
"6049","6064","5"
"2511","5423","5"
"324","764","5"
"2223","2273","5"
"592","9774","5"
"5426","5436","5"
"416","431","5"
"477","482","5"
"407","975","5"
"392","9066","5"
"7834","8514","5"
"1424","1500","5"
"11676","11798","5"
"3356","10377","5"
"701","755","5"
"996","2325","5"
"8194","11007","5"
"5500","6075","5"
"4675","4696","5"
"3106","5286","5"
"5416","5491","5"
"7801","8579","5"
"360","1031","5"
"855","10576","5"
"1498","1828","5"
"6731","11472","5"
"8814","8847","5"
"5116","9127","5"
"2068","8048","5"
"1917","4283","5"
"529","4142","5"
"6008","6408","5"
"1382","3590","5"
"5934","5946","5"
"5706","5771","5"
"737","771","5"
"1562","8511","5"
"1558","2666","5"
"3615","5414","5"
"782","7859","5"
"5116","5162","5"
"2489","4584","5"
"1587","3930","5"
"3589","10899","5"
"2354","9645","5"
"3859","6622","5"
"2939","5911","5"
"6053","7076","5"
"1046","1613","5"
"2422","2431","5"
"1677","4441","5"
"3576","5494","5"
"3718","7506","5"
"1240","1263","5"
"2323","4502","5"
"7007","11767","5"
"4009","4053","5"
"1041","1064","5"
"4034","7898","5"
"255","274","5"
"5484","5500","5"
"11808","11868","5"
"3046","3077","5"
"709","740","5"
"2024","2090","5"
"764","772","5"
"1423","2387","5"
"3642","6937","5"
"4850","7799","5"
"14770","14786","5"
"2926","7866","5"
"2231","2945","5"
"1437","3447","5"
"752","759","5"
"7735","8782","5"
"7099","9994","5"
"2024","2336","5"
"928","1464","5"
"4202","5522","5"
"3367","4632","5"
"3883","5544","5"
"441","3735","5"
"165","455","5"
"1250","2790","5"
"1027","3635","5"
"1389","10322","5"
"4319","4400","5"
"901","2906","5"
"2596","5455","5"
"8529","13753","5"
"953","8024","5"
"3418","6707","5"
"3367","9777","5"
"2851","4955","5"
"4502","13215","5"
"3529","4478","5"
"1012","2669","5"
"8714","9539","5"
"5332","9050","5"
"9493","11225","5"
"4687","12146","5"
"3503","5789","5"
"1007","1013","5"
"724","762","5"
"4384","8270","5"
"4170","6447","5"
"6447","6529","5"
"446","4674","5"
"2233","2246","5"
"2068","3587","5"
"10802","12497","5"
"1208","1635","5"
"736","8266","5"
"557","3275","5"
"3576","6039","5"
"5808","5865","5"
"12535","12537","5"
"5995","5998","5"
"2959","4399","5"
"2509","4609","5"
"3002","8729","5"
"5761","5964","5"
"6809","6897","5"
"2294","3576","5"
"9640","9642","5"
"4034","9699","5"
"10701","10714","5"
"1747","1860","5"
"755","771","5"
"704","707","5"
"139","8025","5"
"12727","12794","5"
"8158","8190","5"
"7539","7560","5"
"1850","4711","5"
"4656","4675","5"
"4627","6242","5"
"1484","1696","5"
"9906","9954","5"
"391","1538","5"
"950","5993","5"
"2759","2783","5"
"4202","7898","5"
"4641","8867","5"
"11332","11370","5"
"5021","10767","5"
"2258","8529","5"
"10791","10799","5"
"218","10206","5"
"9522","9562","5"
"1097","1254","5"
"6084","8197","5"
"5116","6317","5"
"6030","9752","5"
"7721","13564","5"
"727","5143","5"
"1696","2857","5"
"12747","12771","5"
"1733","6507","5"
"972","2932","5"
"3382","13900","5"
"299","3180","5"
"993","3665","5"
"3065","11897","5"
"6069","6071","5"
"8260","10737","5"
"5459","11275","5"
"1026","1073","5"
"9213","9278","5"
"2214","2545","5"
"4632","4641","5"
"4012","5448","5"
"10937","10989","5"
"1005","1087","5"
"915","4080","5"
"374","1053","5"
"529","7001","5"
"2911","2972","5"
"1482","4309","5"
"6047","6069","5"
"6015","6089","5"
"5490","6810","5"
"638","3309","5"
"2323","10658","5"
"2236","2295","5"
"3078","4543","5"
"2336","3618","5"
"9672","9677","5"
"8289","8295","5"
"2926","4249","5"
"1666","2783","5"
"174","484","5"
"5411","5509","5"
"5716","5767","5"
"6813","7866","5"
"3931","3933","5"
"2710","4554","5"
"2294","2773","5"
"5055","11914","5"
"5668","8998","5"
"2007","2829","5"
"8368","11225","5"
"3589","9282","5"
"806","831","5"
"4823","6053","5"
"10334","10352","5"
"1025","1029","5"
"1042","1343","5"
"1057","11099","5"
"920","2437","5"
"4009","5448","5"
"9648","9649","5"
"2458","2498","5"
"749","755","5"
"3122","3193","5"
"1696","1818","5"
"374","733","5"
"1371","4042","5"
"7349","9063","5"
"706","746","5"
"8920","8969","5"
"3223","8257","5"
"1293","3544","5"
"2437","11871","5"
"1723","8258","5"
"6576","6666","5"
"2776","3284","5"
"5421","5426","5"
"4377","4398","5"
"942","8010","5"
"4042","4044","5"
"5429","5458","5"
"5769","5788","5"
"2407","2427","5"
"2701","4496","5"
"2867","4053","5"
"12323","13564","5"
"6052","8068","5"
"4217","7098","5"
"8167","13819","5"
"4052","4059","5"
"5522","6560","5"
"479","8584","5"
"628","2054","5"
"1562","2097","5"
"5668","8461","5"
"6773","8403","5"
"564","5812","5"
"1470","10365","5"
"2851","11914","5"
"1677","2926","5"
"9540","9994","5"
"2000","8353","5"
"1164","9063","5"
"3544","6077","5"
"6878","6896","5"
"2759","2969","5"
"901","1677","5"
"733","771","5"
"7114","8057","5"
"5443","5491","5"
"3021","5081","5"
"2773","4690","5"
"8260","10795","5"
"9874","10325","5"
"1598","1819","5"
"6833","6870","5"
"9642","9686","5"
"2964","6591","5"
"6507","6523","5"
"928","5464","5"
"9779","11376","5"
"8958","8979","5"
"1971","1976","5"
"5002","6084","5"
"9374","9391","5"
"441","3093","5"
"5533","8614","5"
"806","889","5"
"8202","8276","5"
"6001","6071","5"
"6016","6075","5"
"4249","7872","5"
"2718","5734","5"
"760","1056","5"
"335","7510","5"
"5342","5393","5"
"5055","9513","5"
"993","10512","5"
"3117","6447","5"
"352","8912","5"
"7162","10661","5"
"5919","5952","5"
"3911","3994","5"
"9258","10548","5"
"4066","5404","5"
"3187","4202","5"
"760","3440","5"
"7725","10435","5"
"1115","9294","5"
"5463","5499","5"
"9201","9283","5"
"4942","4969","5"
"2501","5792","5"
"804","819","5"
"5645","5662","5"
"602","3569","5"
"157","11359","5"
"1288","1837","5"
"274","1581","5"
"3631","11562","5"
"382","10778","5"
"4917","11225","5"
"1966","11276","5"
"750","771","5"
"2182","3148","5"
"3367","7162","5"
"4059","4080","5"
"328","362","5"
"10353","10373","5"
"4364","4584","5"
"1034","1272","5"
"3650","5867","5"
"930","4399","5"
"443","1662","5"
"3528","3575","5"
"11561","11600","5"
"3912","3999","5"
"7110","7550","5"
"4587","5312","5"
"1378","3432","5"
"6515","9268","5"
"2588","7721","5"
"4011","4316","5"
"688","3123","5"
"1505","9522","5"
"5788","5954","5"
"2268","2288","5"
"1638","4897","5"
"2454","2909","5"
"10541","10548","5"
"855","10833","5"
"2759","2789","5"
"975","5498","5"
